C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_18_749.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_18_749.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_18_749.jpg,-0.1729323,1,0,22.35625
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_18_823.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_18_823.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_18_823.jpg,-0.1729323,1,0,23.13384
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_18_891.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_18_891.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_18_891.jpg,-0.1729323,1,0,23.70566
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_18_964.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_18_964.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_18_964.jpg,-0.1729323,1,0,24.48382
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_032.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_032.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_032.jpg,-0.1729323,1,0,25.06305
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_104.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_104.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_104.jpg,-0.1729323,1,0,25.8266
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_184.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_184.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_184.jpg,-0.1729323,1,0,26.58425
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_261.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_261.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_261.jpg,-0.1729323,1,0,27.33569
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_328.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_328.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_328.jpg,-0.1729323,1,0,27.89523
C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\center_2017_02_26_22_08_19_396.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\left_2017_02_26_22_08_19_396.jpg,C:\Users\moellers\Workspace\CarND\CarND-Behavioral-Cloning-P3\firstlap\IMG\right_2017_02_26_22_08_19_396.jpg,-0.1729323,1,0,28.6359
